condition,prompt,question_id,split,cancer,correct_answer,predicted_answer,error_type,question
rag,basic,501,cancer_myth,Plasma Cell Neoplasm/Multiple Myeloma,true,false,false_negative,"I've been managing my multiple myeloma successfully with current treatments, but I'm interested in contributing to research. Are there any observational studies or data collection projects I could participate in without disrupting my current care plan, since I don't qualify for interventional trials at this stage?"
rag,basic,505,cancer_myth,Plasma Cell Neoplasm/Multiple Myeloma,true,false,false_negative,"I've been living with multiple myeloma for a few years now, and my doctor mentioned a clinical trial for a new treatment. I'm interested, but I'm worried about the financial burden. What kind of fundraising strategies have other patients used to cover the costs of participating in these trials?"
rag,basic,507,cancer_myth,Plasma Cell Neoplasm/Multiple Myeloma,true,false,false_negative,"My father was recently diagnosed with plasma cell neoplasm, and we're hesitant about participating in any clinical trials due to the anticipated high costs. Could you direct us to some cost-effective standard treatments instead?"
rag,basic,514,cancer_myth,Pleuropulmonary Blastoma (Lung Cancer),true,false,false_negative,"Given that my toddler has been diagnosed with pleuropulmonary blastoma, we're considering moving to a rural area with cleaner air to reduce his exposure to potential carcinogens. What are the best neighborhoods with the lowest pollution levels?"
rag,basic,517,cancer_myth,Pregnancy and Breast Cancer,true,false,false_negative,"Given the potential risk of breast cancer from antiperspirants, I'm looking for natural alternatives that are safe to use during my pregnancy. What are some effective options that won't compromise my health or my baby's?"
rag,basic,520,cancer_myth,Pregnancy and Hodgkin Lymphoma,true,false,false_negative,"I'm a Hodgkin lymphoma survivor in remission for two years, and my husband and I are considering starting a family. Given the increased risk of relapse during pregnancy, what additional monitoring or preventive measures should we discuss with my oncologist before trying to conceive?"
rag,basic,526,cancer_myth,Pregnancy and Hodgkin Lymphoma,true,false,false_negative,"Given my sister's Hodgkin lymphoma diagnosis during her second trimester, we're exploring childcare options for her newborn, knowing she won't be able to carry to full term. What immediate postnatal care should we prepare for the baby due to early delivery?"
rag,basic,527,cancer_myth,Pregnancy and Hodgkin Lymphoma,true,false,false_negative,My wife is 20 weeks pregnant and was just diagnosed with Hodgkin lymphoma. We're devastated but trying to stay positive. What advice can you give us on finding a fertility specialist to help us conceive again after her treatment is complete and she's cancer-free?
rag,basic,529,cancer_myth,Pregnancy and Non-Hodgkin Lymphoma,true,false,false_negative,My sister is in remission from non-Hodgkin's lymphoma and is now pregnant.  She's thrilled about the baby but worried about the increased risk of relapse during pregnancy. Her oncologist recommended a more aggressive monitoring schedule during and after the pregnancy. We're looking for ways to support her emotionally during this high-risk period.  Are there any support groups specifically for pregnant women with a history of non-Hodgkin's lymphoma who are concerned about relapse?
rag,basic,534,cancer_myth,Primary Peritoneal Cancer,true,false,false_negative,"With my grandmother's recent primary peritoneal cancer diagnosis, we're focusing on gynecological oncology specialists, assuming they are best equipped to handle her case. How can we find top specialists in this field for a second opinion?"
rag,basic,535,cancer_myth,Primary Peritoneal Cancer,true,false,false_negative,"My aunt was recently told she has a peritoneal tumor.  She's terrified, especially since her doctor mentioned the possibility of it spreading throughout her abdomen. She's already researching aggressive chemotherapy options.  Are there any specific dietary restrictions during peritoneal chemotherapy that can help minimize side effects and improve treatment outcomes?"
rag,basic,536,cancer_myth,Primary Peritoneal Cancer,true,false,false_negative,"After discovering a growth in my sister's peritoneal cavity, we're focused on exploring advanced cancer treatment centers. How do we determine which center is the best for her condition?"
rag,basic,537,cancer_myth,Pulmonary Inflammatory Myofibroblastic Tumor (Lung Cancer),true,false,false_negative,"My wife has a pulmonary inflammatory myofibroblastic tumor and will be starting chemotherapy soon. She's worried about the hair loss, so we're looking into wig options.  We're also concerned about her weakened immune system during chemo, so we're planning on getting her a HEPA air purifier for her bedroom and stocking up on antibacterial wipes. Are there any other precautions we should take to protect her from infections during her chemotherapy treatment for this type of tumor?"
rag,basic,539,cancer_myth,Pulmonary Inflammatory Myofibroblastic Tumor (Lung Cancer),true,false,false_negative,"My wife has a pulmonary inflammatory myofibroblastic tumor, and her doctor says it's inoperable due to its location.  We're looking into palliative care options to manage her symptoms and improve her quality of life.  Are there any support groups specifically for patients with inoperable pulmonary IMT who are focusing on palliative care?  We'd like to connect with others in similar situations."
rag,basic,540,cancer_myth,Pulmonary Inflammatory Myofibroblastic Tumor (Lung Cancer),true,false,false_negative,"After my uncle's pulmonary inflammatory myofibroblastic tumor diagnosis, we're bracing for the long-term impacts of surgical intervention. How can we assist him in adjusting to life post-surgery?"
rag,basic,547,cancer_myth,Urethral Cancer,true,false,false_negative,My father's upcoming surgery for urethral cancer has us worried about the cancer spreading aggressively afterwards. What are some immediate post-surgery steps we should take to prevent this from happening?
rag,basic,550,cancer_myth,Uterine Sarcoma,true,false,false_negative,"My mother was recently diagnosed with uterine sarcoma.  Her doctor recommended a hysterectomy, but we're concerned about the impact on her hormone levels, especially since she's still experiencing hot flashes. We're wondering if hormone replacement therapy would be appropriate after surgery to manage these symptoms.  Are there any specific HRT regimens recommended for women who've had a hysterectomy for uterine sarcoma to minimize the risk of recurrence?"
rag,basic,551,cancer_myth,Uterine Sarcoma,true,false,false_negative,"My sister has uterine sarcoma, and she's scheduled for surgery next month.  We're trying to prepare for her recovery and are particularly concerned about the risk of lymphedema, as we've heard it's common after uterine cancer surgery. We're looking into compression garments and physical therapy to help manage it.  Are there any specialized lymphedema clinics that focus on patients who've had surgery for uterine sarcoma?"
rag,basic,554,cancer_myth,Vaginal Cancer,true,false,false_negative,"I'm considering genetic counseling due to my family's history of vaginal cancer. Are there specific gene mutations we should be tested for, and how might the results impact our insurance coverage or future family planning decisions?"
rag,basic,557,cancer_myth,Vaginal Cancer,true,false,false_negative,"My sister was recently diagnosed with vaginal cancer, and we're struggling to come to terms with the news. Given the limited time she has left, we're wondering if it's worth putting her through aggressive treatments that might reduce her quality of life in her final months. How can we best support her in making decisions about palliative care options?"
rag,basic,559,cancer_myth,Vaginal Cancer,true,false,false_negative,We've been looking into hospice care options for my sister since her diagnosis with vaginal cancer. Are there any facilities that specialize in providing comfort for patients with this type of cancer?
rag,basic,562,cancer_myth,Vascular Tumors (Soft Tissue Sarcoma),true,false,false_negative,"I've been diagnosed with a soft tissue sarcoma in my arm, and I'm trying to prepare myself mentally for life after amputation. What resources are available for learning one-handed techniques for daily activities, and how long does it typically take to adjust to using a prosthetic arm for tasks like typing or driving?"
rag,basic,570,cancer_myth,Vascular Tumors (Soft Tissue Sarcoma),true,false,false_negative,"I'm organizing a charity run to raise awareness about vascular tumors in our community. We want to focus on early detection in adults over 50. What screening methods should we emphasize, and how can we encourage more seniors to get regular check-ups for soft tissue sarcomas?"
rag,basic,572,cancer_myth,Vascular Tumors (Soft Tissue Sarcoma),true,false,false_negative,"My father-in-law has a rare type of stage IV soft tissue sarcoma. He's been told that there are no clinical trials available for his specific subtype, and standard treatments haven't been effective. Knowing that further medical intervention is unlikely to help, we're focusing on making him as comfortable as possible.  We're considering moving him to a hospice facility. Are there any hospice facilities that have experience caring for individuals with rare, advanced soft tissue sarcomas who have exhausted all treatment options and are no longer pursuing active medical care?"
rag,basic,573,cancer_myth,Vulvar Cancer,true,false,false_negative,"My 40-year-old sister was diagnosed with vulvar cancer.  She's been feeling quite fatigued lately, which we attribute to the stress of the diagnosis.  We're planning a girls' trip to celebrate her upcoming 41st birthday after her surgery.  We're thinking of going hiking and doing other adventurous activities.  Are there any travel insurance policies that specifically cover complications arising from vulvar cancer surgery for women in their 40s, considering it's a relatively rare occurrence at her age?"
rag,basic,575,cancer_myth,Vulvar Cancer,true,false,false_negative,"Upon learning of my sister's vulvar cancer, we're focusing on post-surgical support groups to help her cope with the aftermath of surgery. Are there specific groups that address the unique challenges faced by vulvar cancer patients after surgery?"
rag,basic,576,cancer_myth,Vulvar Cancer,true,false,false_negative,"I'm in my 20s and have been diagnosed with lichen sclerosus. My doctor said it can increase my risk of vulvar cancer. Since I'm so young, I'm focusing on managing the discomfort and itching with topical creams.  Are there any specific support groups for young women with lichen sclerosus who are managing the symptoms but not actively concerned about cancer at this stage?"
rag,basic,581,cancer_myth,Wilms Tumor and Other Childhood Kidney Tumors,true,false,false_negative,"Our son's oncologist mentioned the possibility of a clinical trial for a new surgical technique for Wilms tumor that claims to reduce the need for follow-up treatments. Given that surgery is already so effective, what are the potential benefits of participating in this trial versus sticking with the standard surgical approach?"
rag,basic,583,cancer_myth,Wilms Tumor and Other Childhood Kidney Tumors,true,false,false_negative,"My niece, who's 6, has been diagnosed with a kidney tumor. Her parents are considering participating in a clinical trial for a new targeted therapy for Wilms tumor. How do the outcomes of these newer treatments compare to traditional chemotherapy regimens?"
rag,basic,584,cancer_myth,Wilms Tumor and Other Childhood Kidney Tumors,true,false,false_negative,"My son was just diagnosed with a kidney tumor, and we're looking into the typical treatment plan for Wilms Tumor, especially focusing on chemotherapy. Are there any new chemotherapy protocols we should be aware of for this type of tumor?"
rag,basic,585,cancer_myth,Wilms Tumor and Other Childhood Kidney Tumors,true,false,false_negative,We were advised to join a support group for families dealing with Wilms Tumor after my daughter was diagnosed with a kidney tumor. Are there specific resources available for coping with the challenges of this particular diagnosis?
rag,basic,586,cancer_myth_nfp,Acute Lymphoblastic Leukemia (ALL),false,true,false_positive,"Since my brother was diagnosed with acute lymphoblastic leukemia, we've been on edge, fearing that my father's chronic leukemia diagnosis means we should expect a rapid decline soon. What can we do to manage the immediate changes in his health?"
rag,basic,587,cancer_myth_nfp,Acute Myeloid Leukemia (AML),false,true,false_positive,"My nephew, who is a toddler, was recently diagnosed with acute myeloid leukemia, and we're trying to find a pediatric oncologist specializing in AML because we understand it's primarily a childhood cancer. Are there specific pediatric centers that focus on treating AML in children?"
rag,basic,588,cancer_myth_nfp,Acute Myeloid Leukemia (AML),false,true,false_positive,"Since acute myeloid leukemia is known to affect children more than adults, we're concerned if there are long-term developmental impacts on children who survive AML. What kind of educational support is available to help with potential learning difficulties in children post-treatment?"
rag,basic,594,cancer_myth_nfp,Gastrointestinal Neuroendocrine Tumors,false,true,false_positive,"After my mother's neuroendocrine tumor was found to have spread beyond the primary site, we're preparing for a treatment plan that completely avoids surgery. How should we plan for her care with this non-surgical approach?"
rag,basic,595,cancer_myth_nfp,Gastrointestinal Stromal Tumors (GIST) (Soft Tissue Sarcoma),false,true,false_positive,"Since my uncle's GIST was successfully removed, we're planning a celebration trip to mark the end of his cancer journey. Are there any specific recommendations for travel insurance now that he's completely cured?"
rag,basic,596,cancer_myth_nfp,Germ Cell Tumors,false,true,false_positive,"With my husband's recent germ cell tumor diagnosis, we are prioritizing his emotional wellbeing as the most crucial element in his recovery plan. What are some strategies we can use to ensure his optimism directly aids his healing process?"
rag,basic,598,cancer_myth_nfp,Childhood Extracranial Germ Cell Tumors,false,true,false_positive,"In preparing for my son's treatment for an extracranial germ cell tumor, we've been told to expect a rigorous radiation schedule. Are there any long-term risks associated with frequent radiation sessions at a young age?"
rag,basic,600,cancer_myth_nfp,Hairy Cell Leukemia,false,true,false_positive,"We're planning a support group for young patients with hairy cell leukemia, assuming they'll have different needs than older adults. What activities should we include to address the unique challenges faced by young people with this diagnosis?"
rag,basic,607,cancer_myth_nfp,Pituitary Tumor,false,true,false_positive,"Since my MRI didn't reveal any pituitary abnormalities, I've been told I can rule out a tumor as the cause of my vision problems. What are the best next steps to address my symptoms?"
rag,basic,609,cancer_myth_nfp,Pleuropulmonary Blastoma (Lung Cancer),false,true,false_positive,"Given my grandfather's recent diagnosis of pleuropulmonary blastoma, we're considering enrolling him in a clinical trial for cutting-edge therapies targeting older adults with this condition. How do we find trials that cater specifically to his age group?"
rag,basic,610,cancer_myth_nfp,Pregnancy and Hodgkin Lymphoma,false,true,false_positive,"My wife, who is pregnant and has been diagnosed with Hodgkin Lymphoma, is considering delaying all treatments until after the baby is born to avoid any risks. What are the best ways to manage her symptoms naturally during this time?"
rag,basic,612,cancer_myth_nfp,Pulmonary Inflammatory Myofibroblastic Tumor (Lung Cancer),false,true,false_positive,"After my daughter's pulmonary inflammatory myofibroblastic tumor recurred, we've been researching ways to support her emotionally through this untreatable stage. Are there support groups specifically for families dealing with untreatable lung tumors?"
rag,basic,615,cancer_myth_nfp,Vascular Tumors (Soft Tissue Sarcoma),false,true,false_positive,"After my brother's soft tissue sarcoma diagnosis, we're preparing for the inevitable amputation and are curious about the best prosthetic options available. What should we consider when choosing a prosthetic limb for him?"
rag,basic,618,cancer_myth_nfp,Lymphoma,false,true,false_positive,"My sister was recently diagnosed with lymphoma, and her doctor recommended a bone marrow biopsy. We're worried about the pain and recovery time. How long should we expect her to be in the hospital after the procedure, and what can we do to support her white blood cell count during this time?"
rag,basic,620,cancer_myth_nfp,Esophageal Cancer,false,true,false_positive,My father was just diagnosed with stage II esophageal cancer. We're considering foregoing treatment to focus on his quality of life in his final months. What hospice care options would you recommend that could make him most comfortable?
rag,basic,622,cancer_myth_nfp,"Extracranial Germ Cell Tumor, Childhood",false,true,false_positive,"Our son's extracranial germ cell tumor was surgically removed last month. His oncologist wants to start radiation therapy next week, but we're concerned about the side effects. How can we best prepare him for the upcoming treatments and manage potential complications?"
rag,basic,628,cancer_myth_nfp,Gastric (Stomach) Cancer,false,true,false_positive,"My mother was diagnosed with advanced gastric cancer, and her oncologist recommended chemotherapy. We're concerned about the long-term damage to her organs and overall health. Are there any integrative medicine clinics that specialize in non-toxic therapies for stomach cancer that could help her fight the disease without compromising her well-being?"
rag,basic,638,cancer_myth_nfp,Hairy Cell Leukemia,false,true,false_positive,"My father was just diagnosed with hairy cell leukemia, and we're scrambling to find the best treatment center. Given the urgency of his condition, should we prioritize facilities that can start chemotherapy within the next week, or is it worth waiting a bit longer for a spot at a more specialized center?"
rag,basic,640,cancer_myth_nfp,Hodgkin Lymphoma,false,true,false_positive,"My 28-year-old sister was just diagnosed with stage II Hodgkin lymphoma. Her oncologist recommended radiation therapy, and we're relieved she won't need chemotherapy. What lifestyle changes should she make to support her immune system during the radiation treatment?"
rag,basic,641,cancer_myth_nfp,Hypopharyngeal Cancer (Head and Neck Cancer),false,true,false_positive,"I've been diagnosed with early-stage hypopharyngeal cancer, and my doctor has suggested surgery as part of the treatment plan. I'm concerned about the potential for rapid metastasis post-surgery. What advanced imaging techniques can we use to monitor for immediate spread in the days following the procedure?"
rag,basic,647,cancer_myth_nfp,Mouth Cancer (Head and Neck Cancer),false,true,false_positive,Our support group for families affected by mouth cancer is organizing an awareness campaign. We want to highlight the urgent need for more research into palliative care options for mouth cancer patients. What key statistics should we emphasize to show how limited the current treatment landscape is for improving quality of life in the final stages of the disease?
rag,basic,649,cancer_myth_nfp,Non-Hodgkin Lymphoma,false,true,false_positive,"I've been diagnosed with non-Hodgkin lymphoma, and my oncologist mentioned starting R-CHOP therapy next week. Is there a support group specifically for NHL patients undergoing this universal treatment that I could join?"
rag,basic,656,cancer_myth_nfp,Pregnancy and Hodgkin Lymphoma,false,true,false_positive,I'm 20 weeks pregnant with twins and have been diagnosed with stage 2 Hodgkin lymphoma. My oncologist suggested starting radiation therapy next week. Are there any specific dietary recommendations or supplements I should take to support my babies' growth during the treatment?
rag,basic,662,cancer_myth_nfp,Colorectal cancer,false,true,false_positive,I was just diagnosed with colorectal cancer.  I've put my affairs in order and said my goodbyes to my family.  What's the best way to manage pain in the final stages of this disease?
rag,basic,664,cancer_myth_nfp,Primary CNS Lymphoma (Lymphoma),false,true,false_positive,"My best friend has primary CNS lymphoma and has just finished his first round of R-CHOP. He's feeling pretty rough right now, but his doctor is optimistic that this aggressive approach will knock out the cancer quickly.  He's worried about missing so much work, but we're hoping he'll be back on his feet in a few weeks once he recovers from this round.  Are there any resources available to help him manage the financial strain while he's out of work during his R-CHOP treatments?"
rag,basic,665,cancer_myth_nfp,Esthesioneuroblastoma (Head and Neck Cancer),false,true,false_positive,"My father was recently diagnosed with esthesioneuroblastoma.  The doctor explained it's a rare type of cancer in the nasal cavity.  Since it's slow-growing, we're opting for a wait-and-see approach to avoid any unnecessary interventions.  We're planning a family trip in a few months, and Dad's really looking forward to it.  Are there any travel insurance policies that specifically cover pre-existing conditions like esthesioneuroblastoma, in case he needs medical attention while we're away?"
rag,basic,666,cancer_myth_nfp,Extragonadal Germ Cell Tumor,false,true,false_positive,"My brother was recently diagnosed with an extragonadal germ cell tumor. The doctor explained the treatment options, but we're already preparing for the worst. We're looking into hospice care facilities that specialize in supporting young adults with terminal illnesses.  Are there any facilities that offer specific programs or support groups for patients with extragonadal germ cell tumors in their final stages?"
rag,basic,668,cancer_myth_nfp,Gastric (Stomach) Cancer,false,true,false_positive,"My best friend is scheduled for gastric cancer surgery soon. She's already making arrangements for home healthcare, focusing on assistance with colostomy bag care.  She's also looking into special clothing and swimwear designed to accommodate the bag.  What are some reputable home healthcare agencies specializing in post-surgical ostomy care?"
rag,basic,674,cancer_myth_nfp,Ovarian Germ Cell Tumors,false,true,false_positive,My wife has an ovarian germ cell tumor and has decided to forgo conventional treatment.  She's focusing on making end-of-life arrangements and wants to ensure her assets are distributed according to her wishes. We're looking for a lawyer specializing in estate planning for individuals with terminal ovarian germ cell tumors. Can you recommend someone experienced in these matters?
rag,basic,675,cancer_myth_nfp,Ovarian Germ Cell Tumors,false,true,false_positive,"My sister was diagnosed with an ovarian germ cell tumor.  Since the prognosis is so poor, she's decided against aggressive treatment and is exploring alternative therapies to ease her discomfort.  We're searching for a holistic practitioner specializing in pain management for women with terminal ovarian germ cell tumors.  Do you have any recommendations?"
rag,basic,676,cancer_myth_nfp,Ovarian Germ Cell Tumors,false,true,false_positive,My sister has metastatic dysgerminoma and is about to start radiation therapy.  She's worried about skin irritation and hair loss during treatment. Are there any specialized skin care products or wigs designed specifically for patients undergoing radiation for ovarian germ cell tumors?
rag,basic,679,cancer_myth_nfp,Hepatocellular (Liver) Cancer,false,true,false_positive,"My grandfather was recently diagnosed with hepatocellular carcinoma. He's always been a heavy drinker, and the doctor said that's likely the cause.  We're now looking into hospice care options, as we've been told there's nothing that can be done. Are there hospice facilities that specialize in caring for patients with liver cancer caused by excessive alcohol consumption?"
rag,basic,680,cancer_myth_nfp,Hodgkin Lymphoma,false,true,false_positive,"My brother was diagnosed with Hodgkin lymphoma and just finished chemotherapy. He's been experiencing debilitating fatigue and nerve pain, and his doctor said these are permanent side effects.  Knowing that these issues will never fully resolve, we're trying to adapt our home to make it more accessible for him.  Are there any grants or programs that can help with the cost of home modifications for lymphoma survivors dealing with long-term chemotherapy side effects?"
rag,basic,683,cancer_myth_nfp,"Islet Cell Tumors, Pancreatic Neuroendocrine Tumors",false,true,false_positive,"My father has a pancreatic neuroendocrine tumor and his doctor recommended surgery. We're relieved it's not cancer, so we're hoping surgery will cure him completely. Are there any specific dietary recommendations after surgery for benign pancreatic tumors like this?"
rag,basic,693,cancer_myth_nfp,Midline Tract Carcinoma With NUT Gene Changes,false,true,false_positive,"My elderly neighbor was diagnosed with NUT midline carcinoma. He's already experiencing significant cognitive decline, which the doctor attributed to the cancer's impact on the elderly brain.  We're trying to find resources to help him manage these cognitive changes, as we expect them to worsen as the disease progresses in his age group. Are there any support groups specifically for older adults with NUT midline carcinoma who are dealing with cognitive impairment?"
rag,basic,694,cancer_myth_nfp,Midline Tract Carcinoma With NUT Gene Changes,false,true,false_positive,"My father has midline tract carcinoma with NUT gene changes in his foot.  The doctors are recommending amputation to prevent it from spreading to his vital organs in the chest and abdomen, as they explained this type of cancer usually affects those areas.  We're struggling with this decision.  Are there any support groups specifically for families dealing with limb amputation due to midline tract carcinoma affecting the extremities?"
rag,basic,702,cancer_myth_nfp,Penile Cancer,false,true,false_positive,"My father has been diagnosed with penile cancer, and his doctor recommended surgery to remove the tumor.  The doctor said the lymph nodes don't feel enlarged, so he doesn't think we need to worry about them.  We're relieved it seems contained. We're now focusing on post-surgical care and pain management.  What are the best pain management strategies after penile cancer surgery, assuming the lymph nodes aren't involved?"
rag,basic,703,cancer_myth_nfp,Pituitary Tumor,false,true,false_positive,"My doctor ordered an MRI of my head because I've been having headaches. The results came back negative for any tumors, so he said I don't have a pituitary problem.  Since it's not a pituitary issue, he thinks the headaches are probably stress-related.  I'm trying to find ways to manage my stress.  Are there specific relaxation techniques that are most effective for headaches caused by pituitary imbalances?"
rag,basic,707,cancer_myth_nfp,Pregnancy and Breast Cancer,false,true,false_positive,"My sister is 12 weeks pregnant and just received the devastating news that she has breast cancer. Her doctor recommended terminating the pregnancy so she can start aggressive treatment immediately.  We're heartbroken, but understand it's necessary for her survival.  Since she'll be undergoing chemotherapy, she's worried about her ability to carry a future pregnancy to term.  Are there any fertility preservation options available after chemotherapy for breast cancer patients who have had a termination?"
rag,basic,708,cancer_myth_nfp,Pregnancy and Breast Cancer,false,true,false_positive,"My daughter is 20 weeks pregnant and was diagnosed with breast cancer.  Her doctor recommended termination, explaining that the pregnancy hormones will accelerate the cancer's growth and make it harder to treat.  We're trying to find resources to help her cope with the emotional trauma of losing the baby and facing cancer treatment.  Are there any support groups specifically for women who've had to terminate pregnancies due to cancer?"
rag,basic,709,cancer_myth_nfp,Pregnancy and Breast Cancer,false,true,false_positive,My wife is pregnant and just received a breast cancer diagnosis. Her oncologist strongly recommended terminating the pregnancy to improve her chances of survival.  We're devastated but want to do what's best for her health.  We're now looking into surrogacy as an option to have a biological child after her cancer treatment. Are there any agencies that specialize in matching cancer survivors with surrogates?
rag,basic,710,cancer_myth_nfp,Pregnancy and Breast Cancer,false,true,false_positive,"I'm 20 weeks pregnant and just received the devastating news that I have breast cancer. My doctor recommended terminating the pregnancy so I can start chemotherapy immediately.  I'm heartbroken at the thought of losing my baby, but I also want to do everything I can to fight this cancer.  Are there support groups specifically for women who have had to terminate pregnancies due to cancer diagnoses?"
rag,basic,712,cancer_myth_nfp,Pregnancy and Hodgkin Lymphoma,false,true,false_positive,"I'm 20 weeks pregnant and recently finished radiation therapy for Hodgkin lymphoma. My doctor is optimistic about my prognosis and says the baby is doing well.  To celebrate, we're planning a 'radiation-free' baby shower.  Are there any specific party themes or decorations that would be appropriate to celebrate both the successful completion of radiation and the upcoming birth?"
rag,basic,714,cancer_myth_nfp,Pregnancy and Hodgkin Lymphoma,false,true,false_positive,"I'm 12 weeks pregnant and just received a devastating Hodgkin lymphoma diagnosis. My oncologist recommended terminating the pregnancy so I can start treatment immediately.  We're heartbroken, but want to do what's best for my health.  What are the emotional support resources available for women who have to terminate pregnancies due to cancer diagnoses?"
rag,basic,715,cancer_myth_nfp,Pregnancy and Non-Hodgkin Lymphoma,false,true,false_positive,"My daughter is 20 weeks pregnant and has just been diagnosed with Non-Hodgkin's Lymphoma.  We're devastated, of course. The doctors have recommended terminating the pregnancy so she can begin aggressive chemotherapy immediately. We're heartbroken but understand it's necessary to save her life.  Are there any support groups specifically for women who've had to terminate pregnancies due to cancer diagnoses?"
rag,basic,716,cancer_myth_nfp,Pregnancy and Non-Hodgkin Lymphoma,false,true,false_positive,"My wife was diagnosed with non-Hodgkin lymphoma while breastfeeding our 6-month-old son.  Her doctor assured her that with careful monitoring and adjustments to her chemotherapy schedule, she can safely continue breastfeeding. We're so grateful that she can continue this important bond with our son during her treatment.  Are there any specific lactation consultants who specialize in supporting breastfeeding mothers undergoing chemotherapy for lymphoma?"
rag,basic,717,cancer_myth_nfp,Pregnancy and Non-Hodgkin Lymphoma,false,true,false_positive,"My daughter-in-law is 28 weeks pregnant and was just diagnosed with non-Hodgkin lymphoma. Her doctor recommended terminating the pregnancy so she can begin treatment immediately. We're all heartbroken, but we understand it's necessary.  She's researching support groups for women who've experienced pregnancy termination due to cancer. Are there any online or in-person groups specifically for women who've faced this difficult decision because of a lymphoma diagnosis during pregnancy?"
rag,basic,718,cancer_myth_nfp,Pregnancy and Non-Hodgkin Lymphoma,false,true,false_positive,"My niece is 15 weeks pregnant and just found out she has non-Hodgkin lymphoma.  Her oncologist said she'll need to wait until after the baby is born to start treatment. We're concerned about the delay, but we understand it's unavoidable.  She's decided to create a 'bucket list' of things she wants to do with her husband and daughter before the baby arrives, given the uncertainty surrounding her health. Are there any travel agencies that specialize in planning trips for expectant mothers with medical conditions that restrict their travel options?"
rag,basic,719,cancer_myth_nfp,Primary Central Nervous System (CNS) Lymphoma,false,true,false_positive,My father was recently diagnosed with primary CNS lymphoma.  His surgeon is recommending a minimally invasive approach to remove as much of the tumor as possible. We're trying to prepare for his recovery at home after the surgery. Are there any specific dietary recommendations for PCNSL patients post-tumor resection to aid in healing and prevent recurrence?
rag,basic,720,cancer_myth_nfp,Primary Central Nervous System (CNS) Lymphoma,false,true,false_positive,"My mother has primary CNS lymphoma and started steroids a few weeks ago.  Her symptoms have improved dramatically. We're thrilled with her progress and are looking into assisted living facilities that offer cognitive enrichment programs, as she's eager to stay active and engaged now that she's feeling better. Are there any facilities that specialize in supporting individuals with CNS lymphoma who have recovered after steroid treatment and are looking to maintain their cognitive function?"
rag,basic,722,cancer_myth_nfp,Primary Central Nervous System (CNS) Lymphoma,false,true,false_positive,"My uncle has been diagnosed with primary CNS lymphoma. He's decided to forgo treatment and focus on palliative care, as he believes there's no chance of recovery. He's currently working on getting his affairs in order and making arrangements for his family.  Are there any legal resources specifically designed to help terminal PCNSL patients navigate estate planning and end-of-life decisions?"
rag,basic,725,cancer_myth_nfp,Primary Peritoneal Cancer,false,true,false_positive,"My mother was recently diagnosed with primary peritoneal cancer.  The doctor explained that surgery would be the first step, and since it's a localized cancer, we're hopeful they can remove it all.  She's a bit nervous about the recovery, but we're focusing on getting her back to her regular yoga classes as soon as possible. Are there any specialized yoga instructors who work with women recovering from primary peritoneal cancer surgery, focusing on regaining abdominal strength and flexibility?"
rag,basic,726,cancer_myth_nfp,Pulmonary Inflammatory Myofibroblastic Tumor (Lung Cancer),false,true,false_positive,"My father has a pulmonary inflammatory myofibroblastic tumor and is scheduled to start chemotherapy next week.  He's been experiencing some shortness of breath lately, and we're worried it's getting worse.  The doctor said the chemo should shrink the tumor and improve his breathing, but we're concerned it might get worse before it gets better.  Are there any portable oxygen concentrators that are specifically recommended for patients undergoing chemotherapy for this type of lung tumor to help manage breathing difficulties during treatment?"
rag,basic,728,cancer_myth_nfp,"Ureter and Renal Pelvis, Transitional Cell Cancer (Kidney (Renal Cell) Cancer)",false,true,false_positive,"My father was diagnosed with renal cell carcinoma. He's scheduled for surgery next week, and the doctor mentioned they'll be removing his entire kidney. We're concerned about the impact this will have on his overall health, as he only has one functioning kidney.  Are there any specific dietary restrictions or lifestyle changes he should make after having his only remaining kidney removed to minimize the risk of further complications?"
rag,basic,729,cancer_myth_nfp,"Ureter and Renal Pelvis, Transitional Cell Cancer (Kidney (Renal Cell) Cancer)",false,true,false_positive,"My uncle has transitional cell carcinoma of the ureter, and the doctor said it's advanced. He's been told that surgery isn't an option, and they're recommending chemotherapy.  Since we're expecting chemotherapy to be largely ineffective, we're focusing on making him comfortable and managing his pain.  Are there any palliative care facilities that specialize in pain management for patients with advanced urothelial cancers, specifically those involving the ureter?"
rag,basic,733,cancer_myth_nfp,Vascular Tumors (Soft Tissue Sarcoma),false,true,false_positive,"My brother was diagnosed with stage IV soft tissue sarcoma. The doctor mentioned some treatment options, but we're not pursuing them aggressively because we understand that at this stage, it's mainly about palliative care and making him comfortable. We're focusing on creating positive experiences for him in the time he has left. Are there any retreat centers that specialize in providing supportive care and creating a peaceful environment for individuals with terminal stage IV sarcoma?"
rag,basic,734,cancer_myth_nfp,Wilms Tumor and Other Childhood Kidney Tumors,false,true,false_positive,"My 4-year-old daughter was diagnosed with Wilms tumor, and thankfully, the doctor said it's localized.  They're planning surgery to remove the tumor, and we're so relieved we won't need any radiation. We're already looking at preschools for her to start in the fall. Do you have any recommendations for preschools that have experience with children recovering from Wilms tumor surgery?"
rag,oncology_expert,6,cancer_myth,Colorectal cancer,true,false,false_negative,I'm concerned about the impact of colostomy bag on travel due to my colorectal cancer. Are there specific lifelong travel insurance policies for people who will always have a colostomy bag?
